Order_ID,Product,Plant,Shift,Order_Date,Planned_Quantity,Unit_Cost,Customer,Status,Completion_Date,Actual_Quantity,Total_Cost
O109849,Device P,Plant B,Night,2023-09-17,670,41.47,Customer4,Completed,2023-09-19,801,33217.47
O109850,Widget B,Plant C,Night,2023-04-21,871,32.52,Customer2,Delayed,2023-04-24,1011,32877.72
O109851,Widget B,Plant A,Morning,2023-05-04,530,8.25,Customer4,Delayed,2023-05-06,514,4240.5
O109852,Device P,Plant A,Night,2023-06-18,202,36.08,Customer5,Completed,2023-06-27,193,6963.44
O109853,Widget C,Plant B,Morning,2023-04-23,833,28.39,Customer1,Completed,2023-05-01,740,21008.600000000002
O109854,Device P,Plant B,Morning,2023-03-01,270,31.09,Customer1,Completed,2023-03-04,251,7803.59
O109855,Device P,Plant A,Evening,2023-11-14,472,18.6,Customer2,Delayed,2023-11-19,521,9690.6
O109856,Widget A,Plant B,Morning,2023-01-11,452,5.8,Customer2,Completed,2023-01-13,481,2789.7999999999997
O109857,Widget C,Plant C,Evening,2023-01-20,962,27.89,Customer1,Completed,2023-01-25,936,26105.04
O109858,Widget A,Plant B,Night,2023-08-06,927,31.78,Customer2,Completed,2023-08-11,958,30445.24
O109859,Gadget Y,Plant C,Evening,2023-05-15,572,34.04,Customer3,Completed,2023-05-16,628,21377.12
O109860,Device Q,Plant C,Night,2023-12-17,349,24.9,Customer5,Delayed,2023-12-24,328,8167.2
O109861,Device P,Plant C,Evening,2023-03-03,674,30.23,Customer3,In Progress,2023-03-06,683,20647.09
O109862,Gadget Y,Plant C,Night,2023-04-29,860,29.48,Customer4,Delayed,2023-05-03,768,22640.64
O109863,Widget C,Plant C,Morning,2023-11-16,194,21.63,Customer4,Completed,2023-11-20,195,4217.849999999999
O109864,Device P,Plant A,Evening,2023-07-05,149,41.36,Customer3,Delayed,2023-07-14,160,6617.6
O109865,Device Q,Plant A,Morning,2023-05-12,711,24.49,Customer4,Delayed,2023-05-18,631,15453.189999999999
O109866,Gadget Y,Plant A,Morning,2023-07-19,465,15.68,Customer5,Delayed,2023-07-20,443,6946.24
O109867,Gadget X,Plant C,Night,2023-08-31,846,5.4,Customer2,Completed,2023-09-08,751,4055.4
O109868,Widget B,Plant B,Night,2023-05-22,116,17.93,Customer1,In Progress,2023-05-27,117,2097.81
O109869,Device P,Plant B,Night,2023-09-06,214,9.66,Customer3,In Progress,2023-09-12,174,1680.84
O109870,Device Q,Plant C,Night,2023-12-08,403,27.55,Customer4,Delayed,2023-12-17,386,10634.300000000001
O109871,Widget B,Plant B,Evening,2023-05-31,505,22.17,Customer4,Completed,2023-06-03,531,11772.27
O109872,Widget A,Plant C,Morning,2023-12-11,419,16.3,Customer3,In Progress,2023-12-16,329,5362.7
O109873,Gadget Y,Plant B,Night,2023-10-19,834,10.82,Customer4,Delayed,2023-10-21,892,9651.44
O109874,Widget A,Plant C,Morning,2023-03-31,513,41.25,Customer3,Completed,2023-04-02,633,26111.25
O109875,Device Q,Plant B,Evening,2023-10-07,887,49.32,Customer4,In Progress,2023-10-16,861,42464.52
O109876,Device P,Plant B,Night,2023-03-23,625,43.77,Customer1,In Progress,2023-03-27,618,27049.86
O109877,Widget B,Plant A,Evening,2023-01-21,370,40.41,Customer2,Completed,2023-01-24,311,12567.509999999998
O109878,Widget B,Plant B,Evening,2023-03-04,864,28.9,Customer5,In Progress,2023-03-10,821,23726.899999999998
O109879,Gadget Y,Plant B,Morning,2023-10-30,398,42.6,Customer4,Delayed,2023-11-06,413,17593.8
O109880,Device P,Plant C,Morning,2023-11-21,412,29.04,Customer1,In Progress,2023-11-28,432,12545.279999999999
O109881,Gadget X,Plant B,Evening,2023-09-28,502,19.49,Customer3,Delayed,2023-09-30,491,9569.589999999998
O109882,Gadget X,Plant B,Evening,2023-08-06,536,15.18,Customer4,Completed,2023-08-12,517,7848.0599999999995
O109883,Gadget Y,Plant B,Night,2023-09-17,395,14.72,Customer5,Delayed,2023-09-24,363,5343.360000000001
O109884,Device P,Plant B,Morning,2023-05-12,194,25.53,Customer5,Delayed,2023-05-20,188,4799.64
O109885,Gadget Y,Plant B,Evening,2023-06-21,328,33.73,Customer4,Delayed,2023-06-23,317,10692.41
O109886,Device P,Plant A,Evening,2023-04-24,463,11.84,Customer3,Completed,2023-04-30,436,5162.24
O109887,Device Q,Plant B,Morning,2023-07-10,817,5.55,Customer4,In Progress,2023-07-15,585,3246.75
O109888,Device Q,Plant C,Evening,2023-03-24,121,6.03,Customer3,Delayed,2023-03-30,111,669.33
O109889,Widget A,Plant C,Night,2023-06-03,321,18.87,Customer3,Completed,2023-06-10,305,5755.35
O109890,Gadget Y,Plant B,Evening,2023-07-04,339,37.43,Customer4,Completed,2023-07-05,340,12726.2
O109891,Device P,Plant B,Evening,2023-08-27,299,5.17,Customer3,Delayed,2023-08-30,293,1514.81
O109892,Gadget X,Plant B,Morning,2023-11-14,642,26.03,Customer2,Completed,2023-11-15,679,17674.37
O109893,Device P,Plant A,Morning,2023-04-12,371,18.38,Customer3,In Progress,2023-04-19,433,7958.54
O109894,Device Q,Plant C,Night,2023-12-10,153,46.13,Customer1,Completed,2023-12-19,192,8856.960000000001
O109895,Device P,Plant A,Evening,2023-06-11,970,48.14,Customer3,In Progress,2023-06-17,1100,52954.0
O109896,Gadget Y,Plant A,Night,2023-05-06,507,22.94,Customer2,In Progress,2023-05-12,439,10070.66
O109897,Widget A,Plant B,Evening,2023-10-17,632,48.98,Customer2,Delayed,2023-10-24,649,31788.019999999997
O109898,Widget A,Plant B,Evening,2023-05-10,427,48.7,Customer5,Delayed,2023-05-13,452,22012.4
O109899,Widget A,Plant C,Morning,2023-10-26,649,30.92,Customer2,Completed,2023-10-28,710,21953.2
O109900,Widget A,Plant B,Night,2023-11-24,425,22.34,Customer4,In Progress,2023-11-28,422,9427.48
O109901,Device Q,Plant C,Evening,2023-01-21,241,9.75,Customer4,Completed,2023-01-26,209,2037.75
O109902,Widget C,Plant A,Evening,2023-05-20,730,29.91,Customer3,In Progress,2023-05-27,607,18155.37
O109903,Gadget Y,Plant C,Morning,2023-02-05,769,42.57,Customer2,In Progress,2023-02-11,731,31118.670000000002
O109904,Widget B,Plant C,Morning,2023-09-14,561,22.81,Customer4,In Progress,2023-09-17,611,13936.91
O109905,Gadget Y,Plant C,Morning,2023-12-25,362,27.74,Customer2,Completed,2023-12-27,373,10347.019999999999
O109906,Widget C,Plant A,Night,2023-05-24,359,22.93,Customer2,In Progress,2023-05-26,310,7108.3
O109907,Widget A,Plant A,Night,2023-02-18,476,36.66,Customer5,Completed,2023-02-23,522,19136.519999999997
O109908,Widget C,Plant B,Evening,2023-01-06,694,29.79,Customer4,In Progress,2023-01-07,776,23117.04
O109909,Gadget X,Plant B,Night,2023-05-04,892,28.13,Customer3,In Progress,2023-05-09,742,20872.46
O109910,Gadget X,Plant C,Morning,2023-08-13,502,14.8,Customer4,Delayed,2023-08-16,498,7370.400000000001
O109911,Device Q,Plant C,Morning,2023-09-26,897,31.69,Customer5,Completed,2023-10-01,960,30422.4
O109912,Gadget Y,Plant A,Night,2023-06-22,270,27.26,Customer3,Delayed,2023-06-29,232,6324.320000000001
O109913,Gadget Y,Plant A,Evening,2023-01-09,449,36.6,Customer3,Completed,2023-01-12,481,17604.600000000002
O109914,Widget B,Plant A,Evening,2023-08-15,626,33.45,Customer2,Delayed,2023-08-23,621,20772.45
O109915,Device Q,Plant C,Evening,2023-06-05,896,18.22,Customer4,Delayed,2023-06-10,982,17892.039999999997
O109916,Widget B,Plant C,Evening,2023-07-11,582,33.34,Customer1,Completed,2023-07-13,582,19403.88
O109917,Gadget X,Plant A,Morning,2023-06-09,772,39.38,Customer1,Delayed,2023-06-14,910,35835.8
O109918,Widget A,Plant C,Night,2023-04-29,906,34.3,Customer1,Completed,2023-05-06,881,30218.3
O109919,Widget C,Plant A,Morning,2023-12-25,907,27.49,Customer2,Completed,2023-12-31,904,24850.96
O109920,Widget B,Plant B,Evening,2023-03-30,122,34.74,Customer1,Completed,2023-04-01,110,3821.4
O109921,Device P,Plant A,Evening,2023-06-29,609,26.29,Customer1,Delayed,2023-07-05,631,16588.989999999998
O109922,Widget B,Plant C,Morning,2023-11-26,570,20.27,Customer3,Delayed,2023-11-28,604,12243.08
O109923,Widget A,Plant C,Evening,2023-05-12,417,32.97,Customer3,Delayed,2023-05-16,464,15298.08
O109924,Widget A,Plant C,Morning,2023-01-25,803,5.86,Customer1,Delayed,2023-01-28,850,4981.0
O109925,Gadget Y,Plant C,Morning,2023-03-21,200,9.18,Customer2,Completed,2023-03-27,208,1909.44
O109926,Widget C,Plant A,Morning,2023-03-04,730,13.24,Customer5,Completed,2023-03-07,586,7758.64
O109927,Widget A,Plant A,Morning,2023-10-23,397,49.06,Customer2,Completed,2023-10-29,425,20850.5
O109928,Device Q,Plant B,Evening,2023-04-18,919,17.9,Customer5,In Progress,2023-04-21,808,14463.199999999999
O109929,Widget B,Plant A,Evening,2023-11-21,449,27.51,Customer3,In Progress,2023-11-22,426,11719.26
O109930,Widget B,Plant B,Evening,2023-07-03,947,30.64,Customer1,Delayed,2023-07-09,805,24665.2
O109931,Gadget X,Plant A,Night,2023-05-31,226,5.58,Customer4,Completed,2023-06-05,221,1233.18
O109932,Widget A,Plant A,Morning,2023-03-25,900,8.45,Customer5,Completed,2023-03-27,970,8196.5
O109933,Device P,Plant C,Night,2023-11-17,446,12.02,Customer1,Delayed,2023-11-24,513,6166.26
O109934,Gadget Y,Plant B,Morning,2023-11-03,493,14.8,Customer3,Delayed,2023-11-05,463,6852.400000000001
O109935,Widget C,Plant C,Morning,2023-09-05,247,8.27,Customer1,Completed,2023-09-06,236,1951.7199999999998
O109936,Device P,Plant C,Evening,2023-10-08,162,34.27,Customer1,In Progress,2023-10-16,150,5140.500000000001
O109937,Gadget Y,Plant A,Morning,2023-07-27,743,10.38,Customer4,In Progress,2023-07-28,785,8148.3
O109938,Widget B,Plant A,Night,2023-10-24,567,45.28,Customer5,In Progress,2023-10-31,502,22730.56
O109939,Device P,Plant B,Evening,2023-01-05,242,27.64,Customer1,Delayed,2023-01-08,206,5693.84
O109940,Gadget Y,Plant B,Evening,2023-08-16,841,13.41,Customer5,Completed,2023-08-25,955,12806.55
O109941,Widget B,Plant A,Morning,2023-07-11,370,15.41,Customer5,Delayed,2023-07-19,279,4299.39
O109942,Widget B,Plant B,Evening,2023-05-14,930,34.1,Customer2,Delayed,2023-05-23,933,31815.300000000003
O109943,Widget B,Plant A,Night,2023-03-17,500,10.08,Customer4,Delayed,2023-03-22,439,4425.12
O109944,Widget B,Plant A,Morning,2023-10-29,567,7.02,Customer3,In Progress,2023-11-06,626,4394.5199999999995
O109945,Device Q,Plant A,Night,2023-04-20,353,40.98,Customer2,Delayed,2023-04-28,378,15490.439999999999
O109946,Widget B,Plant B,Evening,2023-06-15,404,27.14,Customer3,Completed,2023-06-22,392,10638.880000000001
O109947,Gadget X,Plant C,Night,2023-03-02,628,43.25,Customer2,In Progress,2023-03-05,491,21235.75
O109948,Device P,Plant B,Night,2023-05-10,600,47.77,Customer5,In Progress,2023-05-16,550,26273.5
O109949,Gadget Y,Plant C,Evening,2023-01-03,879,25.44,Customer1,Delayed,2023-01-04,865,22005.600000000002
O109950,Gadget X,Plant B,Morning,2023-05-15,622,18.65,Customer5,Delayed,2023-05-16,664,12383.599999999999
O109951,Device Q,Plant C,Morning,2023-12-12,321,21.66,Customer1,In Progress,2023-12-20,341,7386.06
O109952,Gadget X,Plant C,Evening,2023-07-12,765,45.2,Customer1,Completed,2023-07-18,809,36566.8
O109953,Widget A,Plant B,Morning,2023-12-19,220,49.93,Customer2,Completed,2023-12-26,183,9137.19
O109954,Widget A,Plant B,Night,2023-03-03,979,22.16,Customer5,Delayed,2023-03-07,925,20498.0
O109955,Widget A,Plant C,Evening,2023-11-06,444,48.4,Customer4,Completed,2023-11-11,415,20086.0
O109956,Widget C,Plant A,Evening,2023-09-02,528,27.74,Customer2,Delayed,2023-09-09,515,14286.099999999999
O109957,Widget A,Plant C,Morning,2023-02-22,537,6.65,Customer3,Completed,2023-02-28,542,3604.3
O109958,Gadget Y,Plant C,Morning,2023-01-09,972,14.12,Customer4,Completed,2023-01-15,1112,15701.439999999999
O109959,Gadget X,Plant A,Evening,2023-05-09,676,22.43,Customer2,Delayed,2023-05-16,647,14512.21
O109960,Gadget Y,Plant C,Evening,2023-12-11,162,20.94,Customer3,Completed,2023-12-18,166,3476.0400000000004
O109961,Device P,Plant A,Evening,2023-04-18,637,41.59,Customer3,In Progress,2023-04-22,704,29279.36
O109962,Widget A,Plant A,Evening,2023-10-19,806,40.43,Customer4,In Progress,2023-10-26,699,28260.57
O109963,Device Q,Plant B,Night,2023-02-19,344,10.68,Customer4,In Progress,2023-02-23,351,3748.68
O109964,Widget C,Plant C,Night,2023-07-31,158,7.56,Customer2,Completed,2023-08-07,168,1270.08
O109965,Device P,Plant C,Evening,2023-03-10,733,36.94,Customer1,Completed,2023-03-12,648,23937.12
O109966,Device Q,Plant A,Evening,2023-04-08,398,24.15,Customer1,Delayed,2023-04-09,445,10746.75
O109967,Widget C,Plant C,Evening,2023-04-13,219,12.73,Customer5,In Progress,2023-04-16,225,2864.25
O109968,Device P,Plant A,Night,2023-12-24,238,8.89,Customer3,Completed,2023-12-25,268,2382.52
O109969,Gadget X,Plant C,Morning,2023-01-16,530,14.64,Customer2,Completed,2023-01-22,592,8666.880000000001
O109970,Gadget Y,Plant C,Night,2023-03-20,895,48.12,Customer2,Delayed,2023-03-29,918,44174.159999999996
O109971,Widget B,Plant A,Evening,2023-08-21,321,8.92,Customer3,In Progress,2023-08-24,304,2711.68
O109972,Gadget Y,Plant A,Evening,2023-08-19,518,29.78,Customer3,Delayed,2023-08-28,556,16557.68
O109973,Widget A,Plant C,Evening,2023-10-25,490,6.18,Customer5,Completed,2023-10-26,360,2224.7999999999997
O109974,Device Q,Plant C,Evening,2023-06-07,196,45.65,Customer3,In Progress,2023-06-09,175,7988.75
O109975,Widget B,Plant A,Night,2023-09-15,638,28.04,Customer4,In Progress,2023-09-17,630,17665.2
O109976,Widget C,Plant B,Morning,2023-07-30,192,47.18,Customer1,Delayed,2023-08-08,197,9294.46
O109977,Gadget X,Plant B,Evening,2023-07-03,973,19.61,Customer5,Delayed,2023-07-08,1239,24296.79
O109978,Gadget X,Plant C,Evening,2023-07-14,194,23.23,Customer1,Completed,2023-07-16,212,4924.76
O109979,Widget C,Plant C,Evening,2023-02-09,274,38.73,Customer2,Completed,2023-02-16,340,13168.199999999999
O109980,Widget A,Plant C,Morning,2023-07-10,744,47.39,Customer3,Delayed,2023-07-15,721,34168.19
O109981,Widget C,Plant A,Night,2023-11-11,325,11.3,Customer3,Completed,2023-11-18,295,3333.5
O109982,Device P,Plant C,Morning,2023-03-02,648,22.9,Customer1,Completed,2023-03-05,619,14175.099999999999
O109983,Device Q,Plant C,Night,2023-06-29,120,48.68,Customer5,Completed,2023-07-07,119,5792.92
O109984,Device Q,Plant C,Evening,2023-11-28,445,19.66,Customer4,Delayed,2023-12-01,366,7195.56
O109985,Widget A,Plant B,Morning,2023-08-23,729,47.16,Customer2,In Progress,2023-08-27,728,34332.479999999996
O109986,Widget B,Plant C,Morning,2023-02-05,334,32.91,Customer1,Completed,2023-02-11,338,11123.579999999998
O109987,Widget C,Plant C,Evening,2023-08-16,168,26.63,Customer4,Delayed,2023-08-19,134,3568.42
O109988,Widget A,Plant A,Morning,2023-01-31,196,19.94,Customer1,In Progress,2023-02-06,196,3908.2400000000002
O109989,Device Q,Plant B,Evening,2023-08-13,909,27.91,Customer3,Delayed,2023-08-15,768,21434.88
O109990,Widget B,Plant A,Evening,2023-05-03,418,34.42,Customer5,Delayed,2023-05-12,406,13974.52
O109991,Widget C,Plant C,Night,2023-09-20,613,36.98,Customer2,Completed,2023-09-26,647,23926.059999999998
O109992,Gadget X,Plant C,Night,2023-05-03,442,8.43,Customer4,Delayed,2023-05-04,366,3085.38
O109993,Widget C,Plant C,Evening,2023-08-06,227,33.82,Customer5,Delayed,2023-08-14,216,7305.12
O109994,Gadget Y,Plant C,Evening,2023-12-12,278,45.16,Customer3,In Progress,2023-12-19,307,13864.119999999999
O109995,Widget C,Plant C,Morning,2023-10-03,960,24.21,Customer3,In Progress,2023-10-12,1006,24355.260000000002
O109996,Gadget Y,Plant A,Evening,2023-04-08,501,16.27,Customer5,In Progress,2023-04-09,506,8232.619999999999
O109997,Widget B,Plant C,Evening,2023-01-06,518,36.47,Customer5,In Progress,2023-01-15,538,19620.86
O109998,Widget C,Plant C,Morning,2023-05-03,493,10.12,Customer1,In Progress,2023-05-08,433,4381.96
O109999,Widget B,Plant B,Evening,2023-03-27,708,46.97,Customer5,Delayed,2023-04-03,652,30624.44
O110000,Widget B,Plant B,Evening,2023-08-18,899,28.09,Customer4,Completed,2023-08-21,885,24859.65
O110001,Device Q,Plant C,Night,2023-03-22,333,34.77,Customer2,Delayed,2023-03-29,317,11022.09
O110002,Widget A,Plant C,Evening,2023-12-28,136,20.86,Customer1,In Progress,2024-01-01,143,2982.98
O110003,Widget B,Plant C,Evening,2023-07-10,570,24.35,Customer4,In Progress,2023-07-13,602,14658.7
O110004,Widget B,Plant C,Morning,2023-09-12,628,30.96,Customer5,Completed,2023-09-13,608,18823.68
O110005,Device Q,Plant C,Night,2023-02-10,465,49.42,Customer3,In Progress,2023-02-19,516,25500.72
O110006,Device Q,Plant C,Night,2023-08-06,647,36.61,Customer5,Completed,2023-08-11,580,21233.8
O110007,Widget C,Plant A,Evening,2023-12-14,254,47.07,Customer4,Delayed,2023-12-15,264,12426.48
O110008,Device Q,Plant A,Night,2023-04-24,147,47.99,Customer2,In Progress,2023-04-28,169,8110.31
O110009,Widget C,Plant A,Night,2023-12-31,266,40.14,Customer2,In Progress,2024-01-01,299,12001.86
O110010,Gadget X,Plant B,Night,2023-07-19,521,6.85,Customer5,Delayed,2023-07-26,437,2993.45
O110011,Device Q,Plant C,Morning,2023-05-15,929,17.16,Customer5,In Progress,2023-05-18,1027,17623.32
O110012,Widget A,Plant B,Morning,2023-07-18,551,41.3,Customer2,Completed,2023-07-21,482,19906.6
O110013,Widget B,Plant B,Night,2023-06-06,568,5.61,Customer3,Completed,2023-06-12,429,2406.69
O110014,Widget A,Plant B,Night,2023-11-19,910,26.85,Customer4,Delayed,2023-11-28,953,25588.050000000003
O110015,Gadget Y,Plant A,Evening,2023-11-29,725,39.48,Customer3,In Progress,2023-12-01,792,31268.159999999996
O110016,Device Q,Plant C,Night,2023-11-02,485,46.89,Customer2,In Progress,2023-11-03,419,19646.91
O110017,Widget B,Plant C,Morning,2023-12-04,989,24.85,Customer4,Delayed,2023-12-13,1136,28229.600000000002
O110018,Widget A,Plant B,Evening,2023-02-13,188,42.32,Customer1,In Progress,2023-02-14,183,7744.56
O110019,Device Q,Plant A,Morning,2023-07-24,521,25.54,Customer4,Delayed,2023-08-01,475,12131.5
O110020,Device Q,Plant B,Morning,2023-10-14,798,11.42,Customer3,Delayed,2023-10-18,826,9432.92
O110021,Gadget X,Plant B,Morning,2023-11-19,787,25.56,Customer3,Completed,2023-11-28,844,21572.64
O110022,Gadget X,Plant C,Morning,2023-08-10,433,24.88,Customer4,In Progress,2023-08-12,471,11718.48
O110023,Widget B,Plant A,Morning,2023-09-16,240,28.61,Customer5,In Progress,2023-09-23,222,6351.42
O110024,Gadget Y,Plant C,Evening,2023-03-31,271,46.87,Customer4,Completed,2023-04-03,280,13123.599999999999
O110025,Gadget X,Plant B,Morning,2023-04-13,630,32.82,Customer2,Completed,2023-04-20,640,21004.8
O110026,Gadget X,Plant C,Night,2023-12-24,159,9.05,Customer4,Completed,2023-12-28,138,1248.9
O110027,Gadget Y,Plant B,Evening,2023-07-24,770,24.38,Customer3,In Progress,2023-07-26,688,16773.44
O110028,Widget A,Plant A,Night,2023-11-27,645,25.51,Customer5,In Progress,2023-12-05,677,17270.27
O110029,Gadget X,Plant C,Evening,2023-12-23,780,42.17,Customer5,Delayed,2023-12-30,746,31458.82
O110030,Widget C,Plant C,Night,2023-09-20,556,28.27,Customer5,In Progress,2023-09-28,582,16453.14
O110031,Device P,Plant C,Morning,2023-01-27,883,24.45,Customer1,In Progress,2023-01-31,978,23912.1
O110032,Device P,Plant C,Night,2023-01-07,827,11.05,Customer3,Delayed,2023-01-08,842,9304.1
O110033,Gadget X,Plant C,Morning,2023-09-21,683,40.09,Customer5,In Progress,2023-09-24,749,30027.410000000003
O110034,Widget A,Plant A,Evening,2023-12-22,328,39.72,Customer5,Completed,2023-12-26,339,13465.08
O110035,Device Q,Plant A,Morning,2023-02-11,386,14.02,Customer3,In Progress,2023-02-19,438,6140.76
O110036,Widget A,Plant C,Night,2023-08-09,451,34.73,Customer1,In Progress,2023-08-14,487,16913.51
O110037,Widget B,Plant B,Morning,2023-12-07,984,8.77,Customer5,Delayed,2023-12-14,1088,9541.76
O110038,Widget C,Plant B,Morning,2023-06-03,269,31.01,Customer5,In Progress,2023-06-07,265,8217.65
O110039,Widget A,Plant C,Evening,2023-03-02,378,29.43,Customer3,Completed,2023-03-11,357,10506.51
O110040,Gadget Y,Plant C,Morning,2023-10-03,777,10.62,Customer3,In Progress,2023-10-11,804,8538.48
O110041,Widget C,Plant A,Evening,2023-08-09,967,34.82,Customer4,Completed,2023-08-11,913,31790.66
O110042,Device P,Plant A,Night,2023-03-20,451,8.91,Customer1,Delayed,2023-03-26,517,4606.47
O110043,Widget C,Plant C,Evening,2023-03-28,611,41.59,Customer2,Completed,2023-04-04,634,26368.06
O110044,Gadget Y,Plant C,Night,2023-03-20,345,11.84,Customer2,In Progress,2023-03-21,368,4357.12
O110045,Gadget X,Plant B,Night,2023-02-20,442,24.19,Customer2,Delayed,2023-02-28,438,10595.220000000001
O110046,Gadget Y,Plant A,Morning,2023-11-26,349,43.29,Customer2,In Progress,2023-12-01,368,15930.72
O110047,Gadget Y,Plant C,Evening,2023-08-28,196,7.91,Customer2,In Progress,2023-09-03,142,1123.22
O110048,Gadget X,Plant A,Night,2023-05-08,482,41.05,Customer1,In Progress,2023-05-17,538,22084.899999999998
O110049,Gadget X,Plant C,Morning,2023-10-13,609,38.63,Customer3,Delayed,2023-10-20,450,17383.5
O110050,Gadget X,Plant C,Morning,2023-08-17,588,18.13,Customer3,Completed,2023-08-24,542,9826.46
O110051,Gadget X,Plant C,Night,2023-12-13,907,45.31,Customer2,Completed,2023-12-21,914,41413.340000000004
O110052,Gadget X,Plant C,Morning,2023-07-14,358,46.17,Customer1,Delayed,2023-07-17,376,17359.920000000002
O110053,Gadget Y,Plant B,Evening,2023-04-11,100,37.92,Customer4,In Progress,2023-04-14,117,4436.64
O110054,Widget B,Plant C,Night,2023-11-01,318,42.21,Customer4,In Progress,2023-11-03,316,13338.36
O110055,Widget B,Plant B,Night,2023-01-04,533,11.53,Customer4,Delayed,2023-01-08,568,6549.04
O110056,Widget A,Plant B,Morning,2023-10-12,638,24.9,Customer1,Completed,2023-10-14,580,14442.0
O110057,Widget B,Plant C,Night,2023-07-19,399,48.64,Customer5,Delayed,2023-07-20,449,21839.36
O110058,Device P,Plant A,Night,2023-06-11,441,9.31,Customer4,In Progress,2023-06-18,435,4049.8500000000004
O110059,Widget B,Plant A,Night,2023-08-28,666,23.72,Customer3,In Progress,2023-08-30,621,14730.119999999999
O110060,Gadget Y,Plant C,Evening,2023-07-05,814,48.29,Customer2,In Progress,2023-07-09,827,39935.83
O110061,Gadget X,Plant C,Evening,2023-03-22,754,31.37,Customer5,Delayed,2023-03-23,761,23872.57
O110062,Gadget X,Plant C,Evening,2023-03-15,193,6.3,Customer2,Completed,2023-03-20,212,1335.6
O110063,Device Q,Plant A,Evening,2023-07-03,309,43.35,Customer3,Completed,2023-07-08,374,16212.9
O110064,Device Q,Plant A,Morning,2023-08-25,143,19.53,Customer2,In Progress,2023-08-28,134,2617.02
O110065,Device Q,Plant C,Night,2023-08-02,571,6.62,Customer1,Delayed,2023-08-04,432,2859.84
O110066,Gadget Y,Plant A,Evening,2023-03-22,451,42.39,Customer1,In Progress,2023-03-28,525,22254.75
O110067,Device P,Plant B,Morning,2023-08-11,313,38.55,Customer3,Delayed,2023-08-12,344,13261.199999999999
O110068,Widget B,Plant A,Evening,2023-12-30,296,28.9,Customer4,In Progress,2024-01-07,316,9132.4
O110069,Gadget Y,Plant A,Morning,2023-07-08,424,21.34,Customer4,Completed,2023-07-13,433,9240.22
O110070,Widget A,Plant C,Evening,2023-07-20,761,39.13,Customer2,Completed,2023-07-22,836,32712.680000000004
O110071,Gadget X,Plant B,Evening,2023-07-10,980,31.91,Customer3,In Progress,2023-07-14,910,29038.1
O110072,Device Q,Plant C,Night,2023-06-19,266,15.6,Customer3,Completed,2023-06-25,286,4461.599999999999
O110073,Widget C,Plant A,Evening,2023-08-10,505,44.59,Customer1,In Progress,2023-08-12,475,21180.25
O110074,Widget A,Plant B,Evening,2023-01-17,490,29.03,Customer4,Delayed,2023-01-18,590,17127.7
O110075,Device Q,Plant C,Morning,2023-07-18,661,43.61,Customer4,Delayed,2023-07-21,624,27212.64
O110076,Device P,Plant A,Night,2023-08-26,352,8.72,Customer5,Completed,2023-08-31,305,2659.6000000000004
O110077,Widget A,Plant B,Night,2023-08-25,824,15.32,Customer1,Delayed,2023-08-31,882,13512.24
O110078,Gadget Y,Plant C,Morning,2023-12-12,941,19.13,Customer4,Delayed,2023-12-14,1023,19569.989999999998
O110079,Widget B,Plant B,Evening,2023-09-02,725,43.05,Customer4,Delayed,2023-09-04,743,31986.149999999998
O110080,Gadget X,Plant A,Morning,2023-10-31,751,44.24,Customer2,In Progress,2023-11-02,711,31454.640000000003
O110081,Device P,Plant C,Evening,2023-08-09,456,39.7,Customer4,In Progress,2023-08-16,417,16554.9
O110082,Device P,Plant A,Evening,2023-04-23,826,31.21,Customer2,Delayed,2023-05-02,986,30773.06
O110083,Widget C,Plant B,Night,2023-10-21,816,25.49,Customer4,Delayed,2023-10-24,801,20417.489999999998
O110084,Widget A,Plant A,Evening,2023-09-14,678,9.26,Customer2,In Progress,2023-09-17,596,5518.96
O110085,Widget C,Plant B,Night,2023-02-24,705,34.5,Customer1,Delayed,2023-02-28,627,21631.5
O110086,Widget B,Plant C,Night,2023-05-18,652,42.59,Customer2,In Progress,2023-05-26,683,29088.97
O110087,Device Q,Plant A,Morning,2023-11-07,806,43.66,Customer4,Delayed,2023-11-11,837,36543.42
O110088,Widget B,Plant C,Evening,2023-04-05,485,15.85,Customer1,In Progress,2023-04-12,427,6767.95
O110089,Device Q,Plant C,Morning,2023-05-05,924,31.41,Customer3,Delayed,2023-05-09,864,27138.24
O110090,Widget C,Plant C,Morning,2023-01-24,414,47.46,Customer4,Completed,2023-02-01,436,20692.56
O110091,Gadget X,Plant C,Morning,2023-10-11,288,43.42,Customer4,Delayed,2023-10-16,316,13720.720000000001
O110092,Widget B,Plant A,Morning,2023-04-02,959,12.08,Customer5,In Progress,2023-04-04,1033,12478.64
O110093,Widget C,Plant A,Night,2023-12-30,344,22.65,Customer5,Completed,2024-01-03,338,7655.7
O110094,Widget A,Plant C,Night,2023-02-20,788,9.41,Customer1,Delayed,2023-02-25,798,7509.18
O110095,Widget C,Plant C,Night,2023-07-19,788,42.49,Customer3,Completed,2023-07-23,806,34246.94
O110096,Widget C,Plant B,Night,2023-06-06,988,32.31,Customer2,In Progress,2023-06-12,969,31308.390000000003
O110097,Gadget Y,Plant C,Evening,2023-05-27,654,36.52,Customer5,Delayed,2023-05-28,689,25162.280000000002
O110098,Widget B,Plant B,Night,2023-04-03,843,12.41,Customer3,Delayed,2023-04-07,862,10697.42
